,depature_date,hotel_name,reg,types,room-type,Sales Person ,sales
288,2024-02-02,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,23530.0
289,2024-02-02,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2575.0
290,2024-02-02,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,17902.5
291,2024-02-02,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,21630.0
292,2024-02-02,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1330.0
293,2024-02-02,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,2575.0
294,2024-02-02,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,6270.0
295,2024-02-02,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,5665.0
296,2024-02-02,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,22785.0
297,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,6875.0
298,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,1250.0
299,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,8600.0
300,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,15415.0
301,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,3200.0
302,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,29295.0
303,2024-02-02,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,21910.0
304,2024-02-03,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,677.5
305,2024-02-03,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,1315.0
306,2024-02-03,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,4882.5
307,2024-02-03,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,4635.0
308,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,625.0
309,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,625.0
310,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,645.0
311,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,542.5
312,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,1545.0
313,2024-02-03,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,1545.0
314,2024-02-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4815.0
315,2024-02-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,515.0
316,2024-02-03,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,14647.5
317,2024-02-04,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,4602.5
318,2024-02-04,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,9375.0
319,2024-02-04,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,23475.0
320,2024-02-04,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,4742.5
321,2024-02-04,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,10815.0
322,2024-02-04,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,11392.5
323,2024-02-04,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,9862.5
324,2024-02-04,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,8550.0
325,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,5722.5
326,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,5430.0
327,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,8437.5
328,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,1545.0
329,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,26917.5
330,2024-02-05,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,18540.0
331,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,11760.0
332,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,5160.0
333,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,8600.0
334,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,1627.5
335,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,9600.0
336,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,9765.0
337,2024-02-05,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,4635.0
338,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1875.0
339,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,3125.0
340,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,1972.5
341,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,2712.5
342,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1627.5
343,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,41955.0
344,2024-02-05,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,14707.5
345,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,3125.0
346,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,5430.0
347,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,3172.5
348,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,7725.0
349,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,9517.5
350,2024-02-06,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,11392.5
351,2024-02-06,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1875.0
352,2024-02-06,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,4375.0
353,2024-02-06,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,12040.0
354,2024-02-06,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2712.5
355,2024-02-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1935.0
356,2024-02-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,4515.0
357,2024-02-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,1687.5
358,2024-02-06,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,2575.0
359,2024-02-07,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,7095.0
360,2024-02-07,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,11632.5
361,2024-02-07,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,20640.0
362,2024-02-07,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6510.0
363,2024-02-07,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,17902.5
364,2024-02-07,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,15000.0
365,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,7037.5
366,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,28605.0
367,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,7310.0
368,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,23790.0
369,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,515.0
370,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,1085.0
371,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,10467.5
372,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,35217.5
373,2024-02-08,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,16995.0
374,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,16592.5
375,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,21285.0
376,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,14432.5
377,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Amy,1720.0
378,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Derek,10320.0
379,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8975.0
380,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,5967.5
381,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,9132.5
382,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,21157.5
383,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,15862.5
384,2024-02-08,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,29130.0
385,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,11935.0
386,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,23117.5
387,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5967.5
388,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,13020.0
389,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,4175.0
390,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,20992.5
391,2024-02-08,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,19750.0
392,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,9485.0
393,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,8255.0
394,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,14667.5
395,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,13642.5
396,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,4815.0
397,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2170.0
398,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,21630.0
399,2024-02-09,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,27990.0
400,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,17820.0
401,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,5917.5
402,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,18677.5
403,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,6180.0
404,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,37432.5
405,2024-02-09,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,49760.0
406,2024-02-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,7740.0
407,2024-02-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4635.0
408,2024-02-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,9877.5
409,2024-02-09,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,29295.0
410,2024-02-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,11250.0
411,2024-02-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,3387.5
412,2024-02-10,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,7052.5
413,2024-02-10,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,24000.0
414,2024-02-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,13425.0
415,2024-02-10,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,10537.5
416,2024-02-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,11450.0
417,2024-02-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,9627.5
418,2024-02-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,10520.0
419,2024-02-11,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,8240.0
420,2024-02-11,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,25040.0
421,2024-02-11,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,18540.0
422,2024-02-11,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,11160.0
423,2024-02-11,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,6180.0
424,2024-02-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,7500.0
425,2024-02-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6180.0
426,2024-02-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,18540.0
427,2024-02-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,3287.5
428,2024-02-12,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,13440.0
429,2024-02-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,3797.5
430,2024-02-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,9270.0
431,2024-02-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,9270.0
432,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,3287.5
433,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,6675.0
434,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,8840.0
435,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,3797.5
436,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3605.0
437,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,7825.0
438,2024-02-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,17610.0
439,2024-02-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,13012.5
440,2024-02-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,7595.0
441,2024-02-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,8100.0
442,2024-02-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,2575.0
443,2024-02-13,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,2710.0
444,2024-02-13,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,2060.0
445,2024-02-13,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,2500.0
446,2024-02-13,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,2580.0
447,2024-02-13,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2060.0
448,2024-02-13,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2170.0
449,2024-02-13,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,6510.0
450,2024-02-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,2580.0
451,2024-02-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,2710.0
452,2024-02-14,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6512.5
453,2024-02-14,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5425.0
454,2024-02-14,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,1627.5
455,2024-02-14,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,4882.5
456,2024-02-14,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,3125.0
457,2024-02-14,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,1627.5
458,2024-02-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,4695.0
459,2024-02-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,12360.0
460,2024-02-14,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,7725.0
461,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,3287.5
462,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,1875.0
463,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Amy,8600.0
464,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,1770.0
465,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,2575.0
466,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,4882.5
467,2024-02-14,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,9577.5
468,2024-02-15,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,9205.0
469,2024-02-15,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,8750.0
470,2024-02-15,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,9765.0
471,2024-02-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,7980.0
472,2024-02-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,3255.0
473,2024-02-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,7210.0
474,2024-02-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3090.0
475,2024-02-15,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,9270.0
476,2024-02-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,9205.0
477,2024-02-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,3255.0
478,2024-02-16,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,10320.0
479,2024-02-16,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,10520.0
480,2024-02-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,8680.0
481,2024-02-16,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,24720.0
482,2024-02-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,31160.0
483,2024-02-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,8680.0
484,2024-02-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,26040.0
485,2024-02-17,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,515.0
486,2024-02-17,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,6510.0
487,2024-02-17,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1335.0
488,2024-02-17,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,582.5
489,2024-02-17,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,3255.0
490,2024-02-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1250.0
491,2024-02-18,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,10000.0
492,2024-02-18,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,26040.0
493,2024-02-18,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,20320.0
494,2024-02-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,10000.0
495,2024-02-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,10840.0
496,2024-02-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,8240.0
497,2024-02-19,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,6955.0
498,2024-02-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,8125.0
499,2024-02-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,8125.0
500,2024-02-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,21157.5
501,2024-02-20,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,6875.0
502,2024-02-20,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,6875.0
503,2024-02-20,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,7452.5
504,2024-02-20,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,9345.0
505,2024-02-20,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3797.5
506,2024-02-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,12670.0
507,2024-02-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,35805.0
508,2024-02-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,29515.0
509,2024-02-21,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,1720.0
510,2024-02-21,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,515.0
511,2024-02-21,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,4737.5
512,2024-02-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,625.0
513,2024-02-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,535.0
514,2024-02-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,515.0
515,2024-02-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,1627.5
516,2024-02-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,1627.5
517,2024-02-22,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1935.0
518,2024-02-22,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5665.0
519,2024-02-22,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,1647.5
520,2024-02-22,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,13970.0
521,2024-02-22,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,2592.5
522,2024-02-22,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,542.5
523,2024-02-22,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,4882.5
524,2024-02-22,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,41380.0
525,2024-02-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,645.0
526,2024-02-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5967.5
527,2024-02-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,18540.0
528,2024-02-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,4882.5
529,2024-02-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,1545.0
530,2024-02-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8125.0
531,2024-02-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,7052.5
532,2024-02-23,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,42315.0
533,2024-02-23,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,6590.0
534,2024-02-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,8385.0
535,2024-02-23,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,7052.5
536,2024-02-23,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,6180.0
537,2024-02-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,11647.5
538,2024-02-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,2500.0
539,2024-02-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,7312.5
540,2024-02-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,20085.0
541,2024-02-24,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,1355.0
542,2024-02-24,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,1315.0
543,2024-02-24,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,4882.5
544,2024-02-24,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,2032.5
545,2024-02-24,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,1627.5
546,2024-02-24,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,1085.0
547,2024-02-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,3620.0
548,2024-02-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,4882.5
549,2024-02-25,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,1875.0
550,2024-02-25,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,1972.5
551,2024-02-25,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,12552.5
